dataset	rel	depth_min	depth_max	depth_mean	valid_ratio
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000268/depth.png	5.164062	79.242188	20.348087	0.1676
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000296/depth.png	5.906250	81.308594	18.909060	0.1982
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000310/depth.png	5.230469	72.539062	18.002174	0.1131
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000324/depth.png	5.050781	70.441406	15.695680	0.2303
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000338/depth.png	5.058594	78.132812	15.660773	0.1882
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000352/depth.png	5.781250	67.726562	14.814908	0.2114
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000366/depth.png	5.640625	78.378906	15.751552	0.2003
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000380/depth.png	5.695312	83.750000	17.083450	0.1987
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000394/depth.png	5.734375	82.433586	18.040302	0.2067
KITTI	KITTI/2011_09_26_drive_0029/image_02/0000000408/depth.png	5.402344	82.250000	14.147454	0.1535
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000032/depth.png	5.035156	77.328125	14.610840	0.2012
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000064/depth.png	3.402344	79.300781	15.243984	0.1610
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000096/depth.png	5.210938	82.769531	13.281705	0.1572
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000128/depth.png	4.484375	76.820305	18.646063	0.1644
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000160/depth.png	4.101562	82.367188	13.266085	0.1606
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000192/depth.png	3.613281	80.960945	14.905226	0.0997
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000224/depth.png	4.554688	74.750000	13.678241	0.1601
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000256/depth.png	4.597656	78.460945	13.006130	0.1687
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000288/depth.png	5.046875	72.515625	20.713886	0.1542
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000320/depth.png	6.308594	65.738281	20.979836	0.1631
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000352/depth.png	4.566406	80.992195	18.052198	0.1801
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000384/depth.png	4.210938	81.585945	19.720137	0.1776
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000416/depth.png	4.250000	82.390625	19.791697	0.1725
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000448/depth.png	4.339844	84.523445	18.925774	0.1788
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000480/depth.png	4.027344	77.066414	16.893026	0.1884
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000512/depth.png	4.527344	84.468750	18.732662	0.1648
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000544/depth.png	5.214844	83.074219	17.485218	0.2233
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000576/depth.png	4.964844	84.085945	18.939278	0.1653
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000608/depth.png	5.078125	83.679688	18.795744	0.1770
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000640/depth.png	4.863281	83.867188	16.205408	0.2031
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000672/depth.png	5.312500	81.929688	15.404365	0.2054
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000704/depth.png	5.250000	82.722656	14.475717	0.1984
KITTI	KITTI/2011_09_26_drive_0036/image_02/0000000768/depth.png	5.476562	79.453125	14.342385	0.1557
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000005/depth.png	2.917969	80.988274	13.490185	0.1354
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000010/depth.png	4.011719	81.363274	13.471492	0.1621
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000015/depth.png	4.628906	81.070312	14.308908	0.1442
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000020/depth.png	4.484375	79.160156	16.192266	0.1218
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000025/depth.png	2.789062	80.503914	14.947700	0.1458
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000030/depth.png	2.578125	78.578125	13.574903	0.1963
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000035/depth.png	4.988281	80.914055	13.935031	0.1873
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000040/depth.png	4.949219	78.316414	13.508907	0.1916
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000045/depth.png	4.273438	74.722664	13.692262	0.1853
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000050/depth.png	3.496094	77.527336	13.813229	0.1813
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000055/depth.png	3.570312	75.945305	14.595389	0.1557
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000060/depth.png	3.460938	76.343750	15.193565	0.1474
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000065/depth.png	3.535156	76.675781	15.239183	0.1327
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000070/depth.png	5.968750	76.691406	16.239635	0.1414
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000075/depth.png	6.277344	77.164062	16.477005	0.1552
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000080/depth.png	6.171875	76.898438	15.874249	0.1704
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000085/depth.png	6.109375	75.980469	15.571651	0.1793
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000090/depth.png	6.589844	76.292969	16.723608	0.1794
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000095/depth.png	6.367188	74.355469	17.142937	0.1715
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000100/depth.png	6.195312	73.347664	16.673668	0.1340
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000105/depth.png	5.886719	62.566406	13.519277	0.1463
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000110/depth.png	5.218750	73.917969	13.474180	0.1463
KITTI	KITTI/2011_09_26_drive_0046/image_02/0000000115/depth.png	4.726562	78.417976	14.336501	0.1614
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000005/depth.png	2.390625	82.167969	16.743637	0.1334
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000006/depth.png	2.996094	81.406250	16.590561	0.1510
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000007/depth.png	3.074219	81.574219	15.990608	0.1748
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000008/depth.png	5.828125	82.527336	15.614797	0.1821
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000009/depth.png	5.859375	82.484375	16.177221	0.1693
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000010/depth.png	5.937500	82.031250	16.495502	0.1655
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000011/depth.png	5.777344	82.570305	16.627506	0.1614
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000012/depth.png	5.875000	82.386719	15.967259	0.1839
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000013/depth.png	5.828125	82.714844	16.144876	0.1788
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000014/depth.png	5.921875	81.906250	15.808635	0.1756
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000015/depth.png	5.847656	81.093750	15.867560	0.1664
KITTI	KITTI/2011_09_26_drive_0048/image_02/0000000016/depth.png	5.718750	80.488281	16.086281	0.1691
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000006/depth.png	3.070312	78.570312	10.235968	0.0646
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000008/depth.png	3.152344	78.710938	10.199970	0.0656
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000010/depth.png	3.132812	78.257812	9.764647	0.0680
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000012/depth.png	3.070312	77.765625	9.785455	0.0699
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000014/depth.png	3.105469	77.312500	9.742867	0.0753
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000016/depth.png	3.085938	76.855469	9.705445	0.0780
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000018/depth.png	3.097656	76.441414	9.721672	0.0794
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000020/depth.png	3.152344	72.097656	9.622069	0.0842
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000022/depth.png	3.082031	80.210945	9.555850	0.0838
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000026/depth.png	3.082031	79.648438	8.742343	0.0800
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000028/depth.png	3.085938	80.148438	8.664671	0.0754
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000030/depth.png	3.082031	80.093750	8.512465	0.0758
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000032/depth.png	3.148438	80.070312	8.568665	0.0734
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000036/depth.png	3.093750	79.839836	8.431534	0.0749
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000038/depth.png	3.117188	79.589836	8.283426	0.0729
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000040/depth.png	3.128906	79.519531	8.150084	0.0714
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000042/depth.png	3.164062	79.347664	8.050893	0.0704
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000044/depth.png	3.289062	79.191406	8.131574	0.0670
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000046/depth.png	3.355469	79.039062	8.159470	0.0605
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000048/depth.png	3.578125	79.171875	8.277836	0.0527
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000050/depth.png	3.742188	79.324219	7.998175	0.0516
KITTI	KITTI/2011_09_26_drive_0052/image_02/0000000052/depth.png	3.750000	79.511719	7.992982	0.0572
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000011/depth.png	5.691406	84.156250	19.883408	0.1836
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000022/depth.png	5.738281	83.640625	23.124086	0.1446
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000033/depth.png	6.066406	84.414062	18.612915	0.1968
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000044/depth.png	5.851562	84.484375	17.921680	0.1965
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000055/depth.png	5.703125	84.699219	19.043535	0.2079
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000066/depth.png	5.363281	83.976562	18.167498	0.2039
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000077/depth.png	5.320312	84.468750	18.642044	0.1959
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000088/depth.png	4.324219	85.636719	18.673965	0.1784
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000099/depth.png	5.183594	84.882812	18.226070	0.2200
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000110/depth.png	4.945312	82.910164	17.977467	0.2135
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000121/depth.png	5.144531	85.617195	17.514605	0.1651
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000143/depth.png	5.097656	83.718750	18.166990	0.1921
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000154/depth.png	5.394531	84.382812	17.568491	0.2006
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000165/depth.png	5.593750	84.929688	19.665346	0.1992
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000176/depth.png	5.425781	84.957031	18.762339	0.2243
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000187/depth.png	5.167969	84.753906	17.847849	0.2273
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000198/depth.png	5.148438	84.839836	17.973896	0.1968
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000209/depth.png	5.320312	84.906250	17.794561	0.2318
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000220/depth.png	5.296875	84.445312	16.230818	0.2141
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000231/depth.png	5.601562	84.945312	15.907002	0.2018
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000242/depth.png	5.617188	84.843750	18.395597	0.2020
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000253/depth.png	5.449219	85.093750	18.486408	0.2261
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000264/depth.png	5.531250	84.367195	18.925081	0.2307
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000275/depth.png	5.667969	82.718750	18.940144	0.2214
KITTI	KITTI/2011_09_26_drive_0056/image_02/0000000286/depth.png	4.515625	83.429688	18.374096	0.1863
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000014/depth.png	3.519531	78.628914	14.463218	0.1460
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000028/depth.png	4.433594	80.714844	18.015522	0.1360
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000042/depth.png	5.535156	77.367195	18.171389	0.1429
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000056/depth.png	5.230469	82.304688	18.219706	0.1848
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000070/depth.png	5.429688	74.632812	22.313408	0.1127
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000084/depth.png	5.683594	79.320305	16.776464	0.1958
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000098/depth.png	5.609375	83.378914	18.680540	0.1458
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000112/depth.png	5.679688	83.335938	15.992025	0.1709
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000126/depth.png	4.835938	82.183586	17.233875	0.1488
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000140/depth.png	4.847656	82.753914	18.052217	0.1568
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000154/depth.png	5.316406	80.089844	17.169252	0.1619
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000182/depth.png	5.468750	80.777344	14.438482	0.1518
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000196/depth.png	5.480469	79.332031	15.829404	0.1558
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000210/depth.png	4.742188	79.949226	15.561696	0.1330
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000224/depth.png	3.320312	79.304688	14.766494	0.1227
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000238/depth.png	3.046875	79.277344	15.606318	0.1125
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000274/depth.png	6.109375	80.964836	15.634983	0.1838
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000288/depth.png	4.402344	78.718750	14.916873	0.1772
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000302/depth.png	5.683594	79.605469	14.376548	0.1804
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000316/depth.png	4.503906	82.695312	15.716404	0.1740
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000330/depth.png	5.527344	82.300781	16.614643	0.2122
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000344/depth.png	5.890625	79.664062	16.703831	0.1940
KITTI	KITTI/2011_09_26_drive_0059/image_02/0000000358/depth.png	5.976562	80.558586	17.102037	0.2020
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000022/depth.png	3.136719	77.097656	14.991725	0.1312
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000044/depth.png	3.234375	81.699219	13.968775	0.1764
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000066/depth.png	2.148438	80.093750	16.627840	0.1538
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000088/depth.png	3.136719	83.125000	14.895750	0.2140
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000110/depth.png	5.699219	81.480469	14.204479	0.1818
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000154/depth.png	3.527344	82.746094	14.840445	0.2017
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000176/depth.png	4.894531	79.296875	13.565510	0.2160
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000198/depth.png	3.593750	83.167969	13.372258	0.1866
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000220/depth.png	4.582031	80.753914	13.029293	0.2050
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000242/depth.png	5.937500	81.664062	13.782350	0.2362
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000264/depth.png	3.761719	82.484375	12.085186	0.2470
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000286/depth.png	3.917969	81.312500	14.975959	0.1990
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000308/depth.png	4.410156	75.457031	13.576709	0.2406
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000330/depth.png	4.035156	79.964844	13.437688	0.2169
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000352/depth.png	3.800781	74.910164	12.925151	0.2201
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000374/depth.png	4.097656	82.742195	14.373579	0.2077
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000396/depth.png	4.125000	82.777344	18.554367	0.1987
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000418/depth.png	5.355469	80.246086	20.246582	0.2126
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000440/depth.png	6.234375	71.507805	15.842125	0.2332
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000462/depth.png	5.992188	79.386719	14.725533	0.1903
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000484/depth.png	4.113281	82.382812	15.615708	0.1494
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000506/depth.png	4.597656	82.867195	16.341331	0.1928
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000528/depth.png	4.597656	81.605469	15.581783	0.1984
KITTI	KITTI/2011_09_26_drive_0064/image_02/0000000550/depth.png	5.277344	81.164055	14.517952	0.2271
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000049/depth.png	5.722656	78.218750	16.223434	0.1832
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000062/depth.png	5.605469	79.000000	16.158709	0.1991
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000075/depth.png	4.539062	79.054688	17.982336	0.2087
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000088/depth.png	5.183594	79.816406	21.022251	0.1900
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000101/depth.png	5.761719	81.910156	18.774015	0.1970
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000114/depth.png	5.484375	82.464844	16.622379	0.2277
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000127/depth.png	5.375000	82.390625	16.364401	0.2228
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000140/depth.png	5.128906	82.386726	17.404188	0.2033
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000153/depth.png	5.246094	83.125000	19.748487	0.1930
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000179/depth.png	3.566406	82.878914	14.998385	0.1691
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000192/depth.png	2.894531	82.355476	15.420835	0.1606
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000205/depth.png	2.687500	82.652336	15.907328	0.1687
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000218/depth.png	5.316406	82.941414	15.158781	0.1879
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000231/depth.png	2.648438	82.882812	17.108980	0.1668
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000244/depth.png	2.382812	83.812500	18.222969	0.1248
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000257/depth.png	2.894531	83.589844	17.041279	0.1566
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000270/depth.png	2.566406	80.449219	15.471187	0.1726
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000283/depth.png	5.273438	82.074219	14.351046	0.1783
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000296/depth.png	2.304688	82.066406	15.799371	0.1571
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000309/depth.png	5.433594	73.753906	14.028406	0.2098
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000322/depth.png	2.746094	81.625000	15.556720	0.1607
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000335/depth.png	3.382812	80.996086	15.991600	0.1832
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000348/depth.png	5.566406	81.082031	15.175390	0.2096
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000361/depth.png	5.433594	78.449219	13.883709	0.1739
KITTI	KITTI/2011_09_26_drive_0084/image_02/0000000374/depth.png	5.441406	78.722664	15.847366	0.1645
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000007/depth.png	5.679688	40.980473	9.667396	0.2216
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000034/depth.png	4.449219	78.949219	13.506625	0.1401
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000061/depth.png	3.730469	81.093750	14.068403	0.1535
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000088/depth.png	3.812500	82.687500	13.047574	0.1859
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000115/depth.png	2.726562	81.648445	13.981998	0.1381
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000142/depth.png	4.570312	82.246086	11.519010	0.2193
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000169/depth.png	3.949219	81.171875	12.629465	0.1478
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000196/depth.png	2.242188	81.382805	10.731918	0.1446
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000223/depth.png	2.824219	80.625000	11.502096	0.1150
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000250/depth.png	2.414062	74.343750	11.808998	0.1691
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000277/depth.png	3.062500	79.855469	12.885112	0.1089
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000304/depth.png	2.679688	54.203125	8.982696	0.1031
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000331/depth.png	2.031250	51.066406	10.833148	0.0485
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000358/depth.png	2.023438	24.542969	6.999803	0.0139
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000385/depth.png	2.074219	56.132809	9.319706	0.1018
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000412/depth.png	2.011719	53.863277	11.563046	0.0294
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000439/depth.png	2.355469	79.824219	15.280845	0.0653
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000466/depth.png	2.046875	75.250000	12.489438	0.0759
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000493/depth.png	2.257812	64.613281	11.330965	0.0701
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000520/depth.png	2.109375	59.593750	10.877974	0.0753
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000574/depth.png	2.089844	43.988281	9.836058	0.0513
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000601/depth.png	2.046875	37.937500	11.295691	0.0557
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000628/depth.png	5.070312	25.550781	8.465178	0.0846
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000655/depth.png	2.914062	7.839844	5.431141	0.0851
KITTI	KITTI/2011_09_26_drive_0086/image_02/0000000682/depth.png	2.382812	26.164062	6.180163	0.0936
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000016/depth.png	4.902344	81.847656	16.259060	0.0424
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000032/depth.png	5.121094	81.289062	15.785624	0.0429
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000048/depth.png	2.363281	79.785164	22.008972	0.0255
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000064/depth.png	3.394531	75.835938	21.353382	0.0304
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000080/depth.png	5.320312	75.402344	18.503044	0.0362
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000096/depth.png	3.988281	66.835945	18.801031	0.0303
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000112/depth.png	4.441406	55.730469	16.858517	0.0288
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000128/depth.png	4.371094	44.652344	14.258512	0.0275
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000144/depth.png	4.160156	35.851562	13.050763	0.0329
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000160/depth.png	2.386719	37.628906	15.233034	0.0255
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000176/depth.png	4.179688	70.031250	11.215793	0.0267
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000192/depth.png	5.183594	79.652336	13.497595	0.0271
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000208/depth.png	3.019531	81.351562	17.164606	0.0176
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000224/depth.png	2.910156	81.625000	17.693241	0.0236
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000240/depth.png	5.492188	76.613281	18.230833	0.0260
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000256/depth.png	2.277344	76.945305	18.021961	0.0279
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000305/depth.png	3.421875	79.542969	18.913950	0.0228
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000321/depth.png	3.066406	86.183594	18.688564	0.0186
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000337/depth.png	3.007812	89.187500	14.713140	0.0336
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000353/depth.png	2.593750	87.855476	29.282726	0.0201
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000369/depth.png	2.824219	85.023438	32.543938	0.0294
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000385/depth.png	5.539062	79.851562	23.676016	0.0540
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000401/depth.png	6.273438	79.078125	21.419031	0.0947
KITTI	KITTI/2011_09_26_drive_0093/image_02/0000000417/depth.png	2.972656	72.187500	27.622408	0.0635
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000019/depth.png	5.832031	75.515625	15.418007	0.1388
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000038/depth.png	5.796875	74.726555	16.786709	0.1393
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000057/depth.png	6.003906	72.519531	17.660402	0.1571
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000076/depth.png	6.000000	72.562500	16.254210	0.1399
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000095/depth.png	5.230469	81.078125	16.693605	0.1138
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000114/depth.png	5.171875	81.964836	18.153025	0.1850
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000133/depth.png	4.898438	83.644531	18.198032	0.1610
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000152/depth.png	5.027344	83.878906	17.658121	0.1983
KITTI	KITTI/2011_09_26_drive_0096/image_02/0000000171/depth.png	5.011719	82.230469	17.910271	0.1819
